skillId;skillName;skillDescription
87;Regard de Verata;Spell. If target hostile animated undead has a master, its bond to its master is broken, making it hostile to all other creatures. If it had no master, you become its master. (50% failure chance with Death Magic 4 or less.)
88;Aura de Verata;Enchantment Spell. All hostile animated undead in the area become bound to you. Verata's Aura ends after 120...264...300 seconds. When Verata's Aura ends, you lose your bond with any undead bound to you. (50% failure chance with Death Magic 4 or less.)
89;Froideur mortelle;Spell. Target foe is struck for 5...41...50 cold damage. If that foe's Health is above 50%, you deal an additional 5...41...50 shadow damage.
90;Sacrifice de Verata;Spell. For 5...9...10 seconds, your undead allies gain +10 Health regeneration. All conditions are removed from those allies and transferred to you. If this spell is successful and you have control of 3 or fewer minions, Verata's Sacrifice instantly recharges.
91;Puits de pouvoir;Elite Well Spell. Exploit nearest corpse to create a Well of Power at that location. For 8...18...20 seconds, allies within the area of Well of Power gain +1...5...6 Health regeneration and +2 Energy regeneration.
92;Puits de sang;Well Spell. Exploit nearest corpse to create a Well of Blood at its location. For 8...18...20 seconds, allies in that area receive +1...5...6 Health regeneration.
93;Puits de douleur;Well Spell. Exploit nearest corpse to create a Well of Suffering at its location. For 10...26...30 seconds, foes in that area suffer -1...5...6 Health degeneration.
94;Puits du profane;Well Spell. Exploit nearest corpse to create a Well of the Profane at its location. For 8...18...20 seconds, foes in that area are stripped of all enchantments and cannot be the target of further enchantments. (50% failure chance with Death Magic 4 or less.)
95;Explosion putride;Spell. The corpse nearest your target explodes, sending out a shockwave that deals 24...101...120 damage to nearby foes.
96;Festin de l'âme;Spell. Exploit nearest corpse to gain 50...234...280 Health.
97;Voyage nécrotique;Spell. Exploit a random corpse. You teleport to that corpse's location and all nearby foes become Poisoned for 5...17...20 seconds.
98;Combustion corporelle;Spell. Exploit a random corpse. You teleport to that corpse's location and gain 25...85...100 Health and 5...17...20 Energy.
99;Lien parasitaire;Hex Spell. For 20 seconds, target foe suffers -1 Health degeneration. The caster is healed for 30...102...120 when Parasitic Bond ends.
100;Ame barbelée;Hex Spell. For 30 seconds, target foe takes 15...27...30 damage when an enchantment or hex is cast on that target.
101;Barbelés;Hex Spell. For 30 seconds, target foe takes 1...12...15 more damage when hit by physical damage.
102;Choc de l'ombre;Spell. Target foe takes 12...41...48 shadow damage. If that foe's Health is above 50%, you steal up to 12...41...48 Health.
103;Prix de l'échec;Hex Spell. For 30 seconds, target foe has a 25% chance to miss with attacks and takes 1...37...46 damage whenever that foe fails to hit in combat.
104;Nova mortelle;Enchantment Spell. For 30 seconds, if target ally dies, all adjacent foes take 26...85...100 damage and are Poisoned for 15 seconds.
105;Essaim mortel;Spell. Deathly Swarm flies out slowly and strikes for 30...78...90 cold damage on up to three targets in the area.
106;Putréfaction;Spell. Target fleshy foe becomes Diseased for 10...22...25 seconds, slowly losing Health.
107;Virulence;Elite Spell. If target foe was already suffering from a condition, that foe suffers from Disease, Poison, and Weakness for 3...13...15 seconds.
108;Souffrance;Hex Spell. For 6...25...30 seconds, target foe and all nearby foes suffer -0...2...3 Health degeneration.
109;Siphon de vie;Hex Spell. For -12...22...24 seconds, target foe suffers -1...3...3 Health degeneration, and you gain +1...3...3 Health regeneration.
110;Festin impie;Spell. Steal up to 10...54...65 Health from up to 1...3...4 foes [sic] in the area.
111;Réveil du sang;Enchantment Spell. For 20...39...44 seconds, you gain +2 Blood Magic and +2 Curses, but whenever you sacrifice Health, you sacrifice 50% more than the normal amount.
112;Désacralisation d'Enchantements;Spell. Target foe and all nearby foes take 6...49...60 shadow damage and 4...17...20 shadow damage for each enchantment on them.
113;Chair putréfiée;Elite Enchantment Spell. For 20...39...44 seconds, target ally is immune to disease, and anyone striking that ally in melee becomes Diseased for 3...13...15 seconds.
114;Aura de la liche;Elite Enchantment Spell. All corpses within earshot are exploited and you animate a level 1...14...17 bone horror plus one for each corpse exploited in this way. For 5...37...45 seconds, your Death Magic attribute is increased by +1.
115;Transfusion sanguine;Enchantment Spell. For 7 seconds, you gain +3...5...6 Health regeneration. When Blood Renewal ends, you gain 40...160...190 Health.
116;Aura noire;Enchantment Spell. For 30 seconds, whenever target ally sacrifices Health, Dark Aura deals 5...41...50 shadow damage to adjacent foes, and you lose 5...17...20 Health.
117;Affaiblissement;Spell. Target suffers from Weakness for 10...26...30 seconds.
118;Sang du faible;Spell. Target foe and all nearby foes suffer from Weakness for 5...17...20 seconds.
119;Pouvoir du sang;Elite Enchantment Spell. For 10 seconds, target other ally gains +3...5...6 Energy regeneration.
120;Sang du Maître;Spell. All of your undead allies are healed for 30...99...116 Health. You sacrifice an additional 2% maximum Health per minion healed in this way.
121;Esprit malveillant;Elite Hex Spell. For 8...18...20 seconds, whenever target foe attacks or uses a skill, Spiteful Spirit deals 5...29...35 shadow damage to that foe and all adjacent allies of that foe.
122;Intervention néfaste;Hex Spell. For 5...17...20 seconds, target foe receives 20% less benefit from healing. If target foe dies while hexed with Malign Intervention, a level 1...14...17 masterless bone horror is summoned.
123;Parasite sournois;Hex Spell. For 5...13...15 seconds, whenever target foe hits with an attack, you steal up to 15...39...45 Health from that foe.
124;Frissons glacés;Hex Spell. For 10...34...40 seconds, whenever target foe is struck for cold damage while using a skill, that foe is interrupted, and you lose 10...6...5 Energy or Spinal Shivers ends.
125;Flétrissure;Elite Hex Spell. For 5...29...35 seconds, target foe suffers -2...4...4 Health degeneration and -1 Energy degeneration. If target foe's Energy reaches 0, that foe takes 15...63...75 damage and Wither ends.
126;Transfert de vie;Elite Hex Spell. For 6...11...12 seconds, target foe and adjacent foes suffer -3...7...8 Health degeneration, which you gain as Health regeneration.
127;Marque de subversion;Hex Spell. For 6 seconds, the next time target foe casts a spell that targets an ally of that foe, the spell fails and you steal up to 10...76...92 Health from that foe.
128;Sangsue de l'âme;Elite Hex Spell. For 10 seconds, whenever target foe casts a spell, you steal up to 16...67...80 Health from that foe.
129;Souillure charnelle;Hex Spell. For 5...29...35 seconds, target foe gains only two-thirds Health from healing.
130;Chair démoniaque;Enchantment Spell. For 30...54...60 seconds, whenever you use a skill that targets a foe, you deal 5...17...20 shadow damage to all other foes adjacent to you.
131;Sceau barbelé;Signet. You inflict Bleeding for 3...13...15 seconds on target foe and all adjacent foes.
132;Sceau du fléau;Elite Signet. Transfer all negative conditions with 100...180...200% of their remaining durations from yourself to target foe. (50% failure chance with Curses 4 or less.)
133;Pacte noir;Spell. Deal 10...40...48 shadow damage to target foe.
134;Ordre de la douleur;Enchantment Spell. For 5 seconds, whenever a party member hits a foe with physical damage, that party member does +3...13...16 damage.
135;Appréhension;Hex Spell. For the next 3...13...16 seconds, target foe attacks 50% slower, and that foe suffers -0...2...3 Health degeneration.
136;Ombre de terreur;Hex Spell. Target foe and all adjacent foes attack 50% slower for the next 5...25...30 seconds.
137;Rigor Mortis;Hex Spell. For 8...18...20 seconds, target foe cannot block.
138;Lien noir;Enchantment Spell. For the next 30...54...60 seconds, whenever you receive damage, your closest minion suffers 75% of that damage for you.
139;Transfert de condition;Enchantment Spell. For the next 15...51...60 seconds, whenever you receive a condition, that condition is transferred to your closest minion instead.
140;Malaise;Hex Spell. For 5...29...35 seconds, target foe suffers -1 Energy degeneration and you suffer -1 Health degeneration. If target foe's Energy reaches 0, that foe takes 5...41...50 damage and Malaise ends.
141;Abolition des enchantements;Spell. Remove 5...8...9 enchantments from target foe. For each Monk enchantment removed, you lose 55...31...25 Health.
142;Malédiction latente;Elite Hex Spell. For 6...25...30 seconds, target foe and all nearby foes suffer -0...2...3 Health degeneration, and gain 20% less benefit from healing.
143;Suppression d'un enchantement;Spell. Remove 0...2...2 enchantment[s] from target foe. If an enchantment is removed, you steal 5...53...65 Health.
144;Engelures;Spell. You become Poisoned for 10 seconds. Foes in the area of your target are struck for 10...37...44 cold damage and lose 1...2...2 enchantment[s].
145;Sceau d'agonie;Signet. You suffer from Bleeding for 25 seconds. All nearby foes take 10...58...70 damage.
146;Offrande de sang;Elite Spell. You gain 8...18...20 Energy.
147;Fureur noire;Enchantment Spell. For 5 seconds, whenever any party member hits with an attack, that party member gains one hit of adrenaline. (50% failure chance with Blood Magic of 4 or less.)
148;Ordre du vampire;Elite Enchantment Spell. For 5 seconds, whenever a party member who is not under the effects of another Necromancer enchantment hits a foe with physical damage, that party member steals up to 3...13...16 Health.
149;Propagation du fléau;Spell. Transfer 1...3...3 negative condition[s] and [its/their] remaining duration[s] from yourself to target foe and all adjacent foes.
150;Marque de douleur;Hex Spell. For 30 seconds, whenever target foe takes physical damage, Mark of Pain deals 10...34...40 shadow damage to adjacent foes.
151;Festin de corruption;Elite Spell. Target foe and all adjacent foes are struck for 16...67...80 shadow damage. You steal up to 8...34...40 Health from each struck foe who is suffering from a hex.
152;Goût de la mort;Spell. Steal up to 100...340...400 Health from target animated undead ally.
153;Regard vampirique;Spell. Steal up to 18...52...60 Health from target foe.
154;Caresse contagieuse;Skill. Transfer 1...3...3 negative condition[s] and [its/their] remaining duration[s] from yourself to target touched foe.
155;Caresse nocive;Skill. Touch target foe to deal 20...56...65 damage.
156;Caresse vampirique;Skill. Touch target foe to steal up to 29...65...74 Health.
157;Rituel de sang;Enchantment Spell. For 8...13...14 seconds, target touched ally gains +3 Energy regeneration. Blood Ritual cannot be used on the caster.
158;Caresse d'agonie;Skill. Target touched foe takes 20...50...58 shadow damage.
159;Armure affaiblie;Spell. Target foe and foes adjacent to your target have Cracked Armor for 5...17...20 seconds.
160;Vitesse du vent;Enchantment Spell. For 5...11...13 seconds, target ally moves 33% faster.
162;Bourrasque;Spell. Knock down target foe for 2 seconds. (50% failure chance with Air Magic 4 or less.)
163;Tornade;Spell. All adjacent foes take 15...63...75 cold damage. Attacking foes struck by Whirlwind are knocked down. If you are Overcast, this spell strikes nearby instead of adjacent.
164;Affinité élémentaire;Elite Enchantment Spell. For 25...53...60 seconds, you are attuned to Air, Fire, Water, and Earth and gain +1...2...2 to these attributes. You gain 50% of the base Energy cost of the skill each time you use magic associated with any of these elements.
165;Armure de la Terre;Enchantment Spell. For 30 seconds, you gain 24...53...60 armor, but move 50...21...14% slower.
166;Armure cinétique;Enchantment Spell. For 8 seconds, you gain +20...68...80 armor. Whenever you cast a spell, Kinetic Armor is renewed for 8 seconds.
167;Eruption;Spell. Cause an Eruption at target foe's location. Each second for 5 seconds, foes near this location are struck for 10...34...40 earth damage and are Blinded for 10 seconds.
168;Aura magnétique;Enchantment Spell. For 1...4...5 second[s], you block the next attack against you and deal 10...42...50 damage to your attacker. If you are Overcast, all party members in earshot are also enchanted.
169;Affinité terrestre;Enchantment Spell. For 36...55...60 seconds, you are attuned to Earth. You gain 1 Energy plus 30% of the base Energy cost of the skill each time you use Earth Magic.
170;Séisme;Spell. You invoke an Earthquake at target foe's location. All foes near this location are knocked down and are struck for 26...85...100 earth damage.
171;Lapidation;Spell. Send out a large stone, striking target foe for 45...93...105 earth damage if it hits. If Stoning hits a foe suffering from Weakness, that foe is knocked down.
172;Dagues de pierre;Spell. Send out two Stone Daggers. Each Stone Dagger strikes target foe for 8...28...33 earth damage if it hits. If you are Overcast, each projectile inflicts Bleeding for 1...4...5 second[s].
173;Etreinte de la Terre;Hex Spell. For 5...17...20 seconds, all nearby foes move 50% slower.
174;Réplique sismique;Spell. Nearby foes are struck for 26...85...100 earth damage. Knocked down foes are struck for 10...56...68 additional earth damage.
175;Protection contre les éléments;Ward Spell.  You create a Ward Against Elements at your current location. For 8...18...20 seconds, non-spirit allies in this area gain +24 armor against elemental damage.
176;Protection de contact;Ward Spell. You create a Ward Against Melee at your current location. For 5...17...20 seconds, non-spirit allies in this area have a 50% chance to block melee attacks.
177;Protection contre l'ennemi;Ward Spell. You create a Ward Against Foes at your current location. For 8...18...20 seconds, non-spirit foes in this area move 50% slower.
178;Prodige éthéré;Elite Enchantment Spell. Lose all enchantments. For 8...18...20 seconds, you gain +6 Energy regeneration. When Ether Prodigy ends, you lose 2 Health for each point of Energy you have.
179;Liens incendiaires;Hex Spell.  After 3 seconds, target foe and all nearby foes are struck for 20...68...80 fire damage and are set on fire for 1...3...3 second[s]. Activates early if target foe dies.
180;Aura de rétablissement;Enchantment Spell. For 60 seconds, you gain 0...1...1 Energy and are healed for 200...440...500% of the Energy cost each time you cast a spell.
181;Renouveau éthéré;Elite Enchantment Spell. For 5...17...20 seconds, each time you cast a spell, you gain 1...3...4 Energy and 5...17...20 Health for each enchantment on you.
182;Conjuration de flamme;Enchantment Spell. For 60 seconds, if you're wielding a fire weapon, your attacks strike for an additional 5...17...20 fire damage.
183;Enfer;Spell.  All adjacent foes are struck for 30...114...135 fire damage.
184;Affinité ignée;Enchantment Spell. For 36...55...60 seconds, you are attuned to Fire. You gain 1 Energy plus 30% of the base Energy cost of the skill each time you use Fire Magic.
185;Flamme spirituelle;Elite Spell. Target foe and all adjacent foes take 15...51...60 fire damage.  If you have more Energy than target foe, that foe and all adjacent foes take an additional 15...51...60 fire damage and are set on fire for 1...8...10 second[s].
186;Boule de feu;Spell. Send out a ball of fire that strikes target foe and all adjacent foes for 7...91...112 fire damage.
187;Météore;Spell. Target foe and all adjacent foes are struck for 7...91...112 fire damage and knocked down.
188;Jet de flammes;Spell. All nearby foes are struck for 15...99...120 fire damage.
189;Invocation de Rodgort;Spell. Target foe and all nearby foes are struck for 15...99...120 fire damage and set on fire for 1...3...3 second[s].
190;Marque de Rodgort;Hex Spell. Target foe and all nearby foes are hexed with Mark of Rodgort. For 10...30...35 seconds, whenever each foe is struck for fire damage, that foe is set on fire for 1...3...4 second[s].
191;Immolation;Spell. Target foe is struck for 20...64...75 fire damage and is set on fire for 1...3...3 second[s].
192;Pluie de météores;Spell. Create a Meteor Shower at target foe's location. For 9 seconds, foes adjacent to that location are struck for 7...91...112 fire damage and knocked down every 3 seconds.
193;Phénix;Spell. A fiery Phoenix rises at your location and flies out to your target, exploding on impact. This explosion strikes your target and nearby foes for 10...50...60 fire damage. If you are Overcast, allies in the blast radius are healed for 20...68...80 Health.
194;Eclat de feu;Spell. Send out a flare that strikes target foe for 20...56...65 fire damage if it hits. If you are Overcast, Flare hits adjacent foes as well.
195;Fontaine de lave;Spell. For 5 seconds, foes adjacent to the location where this spell was cast are struck for 5...41...50 fire damage each second. If you are Overcast, this spell strikes nearby foes instead of adjacent ones.
196;Chaleur de fournaise;Spell. Cause Searing Heat at target foe's location. For 5 seconds, foes near this location are struck for 10...34...40 fire damage each second. When Searing Heat ends, foes in the area of effect are set on fire for 3 seconds.
197;Tempête de feu;Spell. Create a Fire Storm at target foe's location. For 10 seconds, foes adjacent to that location are struck for 5...29...35 fire damage each second.
198;Glyphe de pouvoir élémentaire;Glyph. For 25 seconds, your elemental attributes are boosted by 2 for your next 10 spells.
199;Glyphe d'énergie;Elite Glyph. Your next 1...3...3 spell[s] [does/do] not cause Overcast and cost[s] [sic] 10...22...25 less Energy to cast. Your elemental attributes are increased by 1...2...2.
200;Glyphe d'énergie mineure;Glyph. For the next 15 seconds, your next 2 spells cost 10...16...18 less Energy to cast.
201;Glyphe de concentration;Glyph.  For 15 seconds, your next 1 spell cannot be interrupted and ignores the effects of being Dazed.
202;Glyphe de sacrifice;Glyph. For 15 seconds, your next spell casts instantly, but it takes an additional 30 seconds to recharge. Ends prematurely if you use a non-spell skill.
203;Glyphe du renouveau;Elite Glyph. For 15 seconds, your next spell instantly recharges.
204;Rouille;Hex Spell. Deals 10...58...70 cold damage to target and adjacent foes. For 5...17...20 seconds, target foe and all adjacent foes take twice as long to activate signets. If you are Overcast, foes struck with Rust have their signets interrupted and disabled for 1...8...10 second[s].
205;Décharge foudroyante;Elite Hex Spell. After 3 seconds, target foe is knocked down and struck for 14...83...100 lightning damage, and has Cracked Armor for 5...17...20 seconds. This spell has 25% armor penetration.
206;Armure de givre;Enchantment Spell.  For 10...29...34 seconds, you gain +40 armor against physical damage and have +1 Water Magic.
207;Conjuration du froid;Enchantment Spell. For 60 seconds, if you're wielding a cold weapon, your attacks strike for an additional 5...17...20 cold damage.
208;Affinité aquatique;Enchantment Spell. For 36...55...60 seconds, you are attuned to Water. You gain 1 Energy plus 30% of the base Energy cost of the skill each time you use Water Magic.
209;Gel spirituel;Elite Hex Spell. Target foe takes 10...50...60 cold damage. If you have more Energy than target foe, that foe suffers an additional 10...50...60 cold damage and moves 90% slower for 1...4...5 second[s].
210;Prison de glace;Hex Spell.  For 8...18...20 seconds, target foe's legs are encased in ice, causing the foe to move 66% slower.
211;Tessons de glace;Hex Spell. Target and adjacent foes are struck for 20...68...80 cold damage and move 66% slower for 2...5...6 seconds.
212;Explosion glaciale;Hex Spell.  All nearby foes are struck for 10...70...85 cold damage and move 66% slower for 3...7...8 seconds.
213;Tempête de glace;Hex Spell.  Send out an ice shard that strikes target foe for 10...70...85 cold damage if it hits and causing target foe to move 66% slower for 2...5...6 seconds.
214;Lance de glace;Enchantment Spell. Send out an Ice Spear, striking target foe for 10...50...60 cold damage if it hits. If you are Overcast, you gain +1...3...4 Health regeneration for 5 seconds.
215;Maelström;Spell. Create a Maelstrom at target foe's location. For 10 seconds, foes adjacent to that area are struck for 10...22...25 cold damage each second. Maelstrom interrupts spell-casting when it hits.
216;Brume de fer;Enchantment Spell. For 8...14...15 seconds, you have +15 armor. Your Air Magic spells that target a foe activate and recharge 25% faster, but you are Overcast by 3 points.
217;Vague de cristal;Spell. Foes adjacent to you are struck for 10...58...70 damage but are cured of any negative conditions. Each condition removed deals 5...13...15 damage.
